id_estudiante;id_curso;n_reprobaciones;id_semestre
6200193;201204;1;20201
6200193;201206;1;20251
6200193;201230304;1;20210
6200193;201230502;1;20220
6200193;201230504;1;20241
6200193;201230506;1;20220
6200193;201230703;1;20202
6200193;201230906;1;20251
6200193;202004;2;20250
6200193;202007;1;20251
6200193;202009;1;20251
6200193;2020601;1;20251
6200193;2020703;1;20242
6200193;202SW0106;1;20202
6200193;202SW0304;1;20210
6200193;202SW0403;1;20251
6200193;202SW0504;1;20211
6200193;202SW0801;1;20191
6200193;202SW0903;1;20240
6200193;202SW0904;1;20242
6200193;202SW1002;1;20242
6200193;202SW1003;1;20241
6200193;202W0402;1;20190
6200193;202W0406;1;20221
6200193;202W0407;1;20251
6200193;202W0502;1;20251
6200193;202W0603;1;20222
6200193;202W0904;1;20251
6200193;202W0905;1;20200
6200193;202W1004;1;20242
6200193;203001;1;20250
6200193;203005;1;20242
6200193;203230602;1;20232
6200193;203230604;1;20241
6200193;203230902;1;20191
6200193;204004;1;20251
6200193;206001  ;2;6
6200193;206010  ;3;3
6200193;206011;1;20222
6200193;207002;1;20192
6200193;207007  ;4;3
6200193;207008  ;4;6
6200193;207010  ;2;6
6200193;20W0105;1;20201
6200193;20W0806;1;20210
6200193;20W0E13;1;20191
6200193;INE004;1;20232
6200193;INE007;1;20212
6200193;INE010;1;20191
6200193;INE013;1;20210
6200206;201103  ;1;2
7200031;208008  ;8;3
7200055;201210  ;2;3
7200055;204004  ;4;3
7200077;201104  ;1;2
7200077;209007  ;4;2
7200092;201101  ;6;6
7200092;201203M ;6;3
7200092;209007  ;11;6
7200108;204004  ;12;3
7200108;205001  ;14;6
7200108;205008  ;4;6
7200108;205009  ;3;6
7200121;201105  ;2;2
7200122;201101  ;1;2
7200122;201103  ;1;2
7200157;201106  ;1;6
7200186;201210  ;2;3
7200186;205006  ;6;3
8160007;206008  ;5;6
8200008;201203M ;8;3
8200009;208007  ;4;3
8200021;201101  ;1;6
8200021;201103  ;1;6
8200021;201104  ;1;6
8200021;201211  ;1;2
8200021;208008  ;2;6
8200045;201103  ;1;2
8200048;207010  ;1;6
8200056;201101  ;4;3
8200056;209007  ;4;3
8200061;201206  ;1;6
8200061;206007  ;4;3
8200061;207003  ;1;6
8200061;208010  ;2;6
8200073;206010  ;1;2
8200073;208001  ;3;6
8200073;208008  ;2;6
8200081;201203M ;16;3
8200081;204004  ;3;6
8200081;204006  ;6;6
8200081;204007  ;3;6
8200081;206011  ;17;6
8200081;207010  ;3;6
8200087;205006  ;1;6
8200087;208010  ;3;6
8200090;201207  ;4;3
8200090;208001  ;2;3
8200090;208007  ;2;3
8200090;208008  ;6;3
8200092;201101  ;1;2
8200092;201105  ;1;2
8200092;201207  ;1;2
8200098;201103  ;1;2
8200098;201105  ;1;2
8200112;201206  ;1;6
8200112;209007  ;3;6
8200135;201103  ;1;2
8200135;208009  ;1;2
8200135;209006  ;1;2
8200135;209007  ;1;2
8200153;205001  ;3;6
8200153;205009  ;24;6
8200153;206008  ;3;6
8200153;207008  ;3;6
8200163;201104  ;1;6
8200163;201203M ;2;6
8200163;208003  ;4;6
8200163;208008  ;3;6
8200163;208009  ;2;6
8200163;209001M ;1;6
8200163;209006  ;3;6
8200169;201207  ;1;2
8200182;201106  ;2;6
8200182;206008  ;4;3
8200182;206009  ;2;6
8200182;209005M ;1;6
8200187;202001  ;3;2
8200187;202003  ;1;6
8200187;203001  ;1;6
8200187;205010  ;2;6
8200188;201101  ;1;6
8200188;201103  ;1;2
8200188;209007  ;1;2
8200213;201104  ;4;3
8200213;201105  ;4;3
9200001;201101  ;3;6
9200001;209007  ;7;6
9200002;201106  ;2;6
9200002;205006  ;2;6
9200002;206011  ;2;6
9200002;207003  ;1;2
9200002;208003  ;1;6
9200010;201103  ;1;2
9200013;2010203;1;20242
9200013;2010301;1;20212
9200013;2010303;1;20241
9200013;2010305;2;20190
9200013;2010701;1;20200
9200013;2010703;1;20191
9200013;2011103;1;20251
9200013;2011105;1;20232
9200013;20118032;1;20220
9200013;20118035;1;20222
9200013;20118057;1;20212
9200013;20118061;1;20231
9200013;20118067;1;20191
9200013;20118077;1;20242
9200013;201204;1;20192
9200013;201230302;1;20191
9200013;201230304;1;20190
9200013;201230402;1;20210
9200013;201230705;1;20232
9200013;201230904;1;20221
9200013;201231005;1;20232
9200013;202007;1;20240
9200013;202008;1;20202
9200013;202009;1;20202
9200013;2020105;1;20212
9200013;2020201;1;20220
9200013;2020206;1;20220
9200013;2020703;1;20251
9200013;"202SW0
E02";1;20220
9200013;202SW0105;1;20251
9200013;202SW0107;1;20221
9200013;202SW0403;1;20221
9200013;202SW0406;1;20190
9200013;202SW0806;1;20241
9200013;202SW0901;1;20250
9200013;202SW0E01;1;20192
9200013;202W0502;1;20221
9200013;202W0907;2;20222
9200013;203230604;1;20221
9200013;203230605;1;20192
9200013;204004  ;6;3
9200013;205001;2;20240
9200013;205006;1;20192
9200013;205006  ;1;6
9200013;205007  ;1;6
9200013;205009;1;20220
9200013;205009  ;4;3
9200013;206007  ;1;6
9200013;206011  ;1;6
9200013;208003;1;20250
9200013;209007;1;20221
9200013;20W0101;1;20192
9200013;20W0204;2;20201
9200013;20W1003;1;20221
9200013;INE006;1;20241
9200013;INE010;1;20200
9200013;INE012;1;20192
9200016;208008  ;2;6
9200027;201211  ;1;2
9200027;208008  ;4;6
9200047;201103  ;1;2
9200047;209006  ;1;2
9200053;2020801 ;1;22
9200053;2020899 ;1;22
9200053;2020905 ;1;22
9200053;20W0704 ;1;26
9200053;20W0E03 ;1;26
9200054;2021002 ;4;23
9200056;20W0103 ;1;26
9200056;20W0704 ;1;26
9200056;20W0902 ;1;26
9200078;205006  ;1;2
9200078;208008  ;1;2
9200078;209006  ;1;2
9200082;201204  ;2;6
9200102;201105  ;1;6
9200109;201105  ;4;3
9200120;201105  ;1;2
9200120;208009  ;1;2
9200132;202001  ;5;2
9200132;202004  ;3;2
9200132;204004  ;1;2
9200139;2020401 ;4;23
9200139;2020402 ;14;23
9200139;2020605 ;4;23
9200139;2020606 ;2;23
9200139;20W0401 ;2;26
9200139;20W0402 ;9;26
9200159;2020899 ;1;22
9200159;2021002 ;1;22
9200176;201101  ;4;3
9200176;209006  ;6;3
9200176;209007  ;4;3
9200187;203001  ;6;3
9200187;203005  ;8;6
9200187;204001  ;1;6
9200187;204002  ;1;6
9200187;205006  ;6;3
9200187;205010  ;4;6
9200193;201105  ;3;2
9200211;201211  ;4;3
10200068;2020804 ;1;22
10200068;2020905 ;1;22
10200071;2020501 ;1;22
10200071;2020502 ;1;22
10200071;2020705 ;2;22
10200071;2020798 ;1;22
10200071;20W0502 ;1;26
10200072;201103  ;1;2
10200072;209006  ;1;2
10200073;208008  ;6;3
10200073;209007  ;1;6
10200078;201104  ;1;2
10200078;208008  ;1;2
10200078;209007  ;1;6
10200084;205006  ;3;2
10200085;201103  ;1;2
10200085;201203M ;1;2
10200085;209006  ;1;2
10200085;209007  ;4;6
10200089;208003  ;1;2
10200089;208008  ;2;6
10200089;208010  ;1;6
10200101;201103  ;1;2
10200107;209007  ;1;6
10200112;209001M ;1;6
10200112;209007  ;3;6
10200118;201103  ;1;2
10200118;209006  ;1;2
10200120;201105  ;4;3
10200120;201207  ;2;3
10200120;201208  ;2;3
10200122;201206  ;1;2
10200123;2010305;2;20240
10200123;2010404;1;20241
10200123;2010501;1;20210
10200123;2010506;1;20232
10200123;2010604;1;20202
10200123;20118032;1;20241
10200123;20118071;1;20210
10200123;20118084;1;20191
10200123;201206;1;20230
10200123;201207;1;20211
10200123;201230403;1;20232
10200123;201230502;1;20211
10200123;202003  ;4;3
10200123;202004;1;20192
10200123;202007  ;3;3
10200123;202008  ;1;3
10200123;2020202;1;20241
10200123;2020304;1;20212
10200123;2020401;1;20222
10200123;2020502;1;20250
10200123;2020605;1;20240
10200123;2020903;1;20251
10200123;2021001;1;20250
10200123;202SW0301;1;20220
10200123;202SW0306;1;20240
10200123;202SW0606;1;20202
10200123;202W0303;1;20240
10200123;202W0505;1;20241
10200123;202W0703;1;20242
10200123;202W0704;1;20250
10200123;202W0903;1;20251
10200123;202W1004;1;20232
10200123;203001;1;20242
10200123;203004  ;1;3
10200123;203230303;1;20210
10200123;203230402;1;20251
10200123;203230403;1;20211
10200123;203230901;1;20202
10200123;203231002;1;20200
10200123;204008  ;2;3
10200123;205001;1;20210
10200123;205010;1;20241
10200123;206011;1;20231
10200123;20W0301;1;20191
10200123;20W0304;2;20251
10200123;20W0305;1;20232
10200123;20W0405;1;20251
10200123;20W0603;1;20242
10200123;INE013;1;20211
10200123;INE014;2;20201
10200123;INO106;1;20241
10200133;205001  ;1;2
10200133;207002  ;2;6
10200133;207008  ;3;6
10200134;201103  ;1;2
10200134;208010  ;1;2
10200143;2020303 ;6;23
10200143;2020402 ;2;23
10200143;20W0603 ;1;26
10200144;2020805 ;1;22
10200144;2020903 ;1;22
10200144;2020904 ;1;22
10200144;20W1004 ;1;26
10200144;20W1005 ;1;26
10200150;205006  ;2;3
10200150;206001  ;2;3
10200150;206010  ;6;3
10200150;207003  ;2;3
10200150;207007  ;4;3
10200150;207008  ;4;3
10200151;2020905 ;1;22
10200151;2021002 ;1;22
10200151;20W0704 ;1;26
10200151;20W1002 ;2;26
10200156;2020802 ;1;22
10200157;2020503 ;12;23
10200157;2020506 ;4;23
10200157;2020702 ;2;23
10200157;20W0503 ;8;26
10200157;20W0702 ;1;26
10200166;2021002 ;2;23
10200169;2020898 ;1;22
10200176;2020602 ;1;22
10200176;2020798 ;1;22
10200176;2020805 ;1;22
10200185;201101  ;4;3
10200185;201105  ;2;6
10200185;208009  ;2;3
10200203;206001  ;1;2
10200203;206009  ;1;6
10200205;201103  ;1;2
10200215;2021002 ;3;22
10200220;2021002 ;1;22
10200224;209007  ;3;2
10200230;206007  ;2;6
10200230;206010  ;2;6
10200230;206011  ;2;6
10200234;20W0704 ;1;26
10200234;20W0E01 ;1;26
10200238;205001  ;2;6
10200238;205008  ;4;3
10200238;205009  ;8;6
11200009;201105  ;2;2
11200010;201105  ;6;3
11200030;2020802 ;1;22
11200030;2021099 ;1;22
11200033;2020899 ;1;22
11200033;2021098 ;1;22
11200037;2020705 ;2;23
11200037;2020804 ;4;23
11200037;20W0705 ;1;26
11200037;20W0E01 ;1;26
11200039;20W1002 ;1;26
11200043;2020705 ;4;23
11200043;2020799 ;4;23
11200045;206008  ;2;6
11200045;206009  ;2;6
11200045;206010  ;2;6
11200045;208001  ;1;6
11200045;208007  ;1;6
11200054;203004  ;2;2
11200054;203006  ;4;6
11200054;204004  ;1;2
11200057;201205  ;1;2
11200057;209007  ;1;2
11200061;201203M ;2;3
11200061;201205  ;4;6
11200061;201208  ;2;3
11200061;208008  ;6;3
11200061;209007  ;1;6
11200062;208008  ;1;2
11200063;201208  ;1;6
11200063;205008  ;4;3
11200063;206007  ;5;6
11200063;206008  ;1;6
11200063;206009  ;1;6
11200063;206010  ;1;6
11200063;207008  ;1;6
11200063;207010  ;2;3
11200063;209005M ;1;6
11200069;205006  ;4;3
11200069;206001  ;2;3
11200069;206011  ;1;6
11200069;208008  ;1;6
11200076;201106  ;2;3
11200076;203005  ;2;3
11200076;205006  ;2;3
11200076;206007  ;4;3
11200079;201211  ;2;3
11200079;205006  ;4;3
11200079;209007  ;4;3
11200080;205001  ;5;6
11200080;205007  ;1;6
11200080;205009  ;8;6
11200083;201211  ;1;2
11200098;202003  ;10;3
11200099;206011  ;1;6
11200099;207003  ;1;6
11200109;201105  ;1;2
11200116;209006  ;1;2
11200129;2020604 ;2;23
11200129;2020903 ;2;23
11200129;2021099 ;4;23
11200129;20W0605 ;1;26
11200129;20W0702 ;2;26
11200129;20W0E08 ;3;26
11200132;2020704 ;1;22
11200132;20W0E10 ;1;26
11200142;2020701 ;2;23
11200142;2020703 ;2;23
11200142;2020704 ;4;23
11200142;20W0605 ;3;26
11200142;20W0703 ;1;26
11200142;20W0705 ;1;26
11200145;2021002 ;1;22
11200150;2021002 ;1;22
11200151;2021002 ;1;22
11200156;2020701 ;6;23
11200156;2020802 ;2;23
11200156;20W0705 ;1;26
11200156;20W0806 ;1;26
11200157;2020601 ;2;23
11200157;2020604 ;1;23
11200157;2020701 ;1;23
11200157;2020703 ;1;23
11200157;2020705 ;1;23
11200157;20W0604 ;2;26
11200157;20W0605 ;3;26
11200158;2021001 ;2;23
11200158;20W0701 ;1;26
11200159;2020604 ;4;23
11200159;2020898 ;2;23
11200164;2020601 ;6;23
11200164;2020701 ;6;23
11200164;2020804 ;2;23
11200164;2020805 ;2;23
11200164;2021099 ;2;23
11200164;20W0601 ;4;26
11200164;20W0603 ;3;26
11200164;20W0605 ;4;26
11200164;20W0905 ;1;26
11200164;20W0E03 ;1;26
11200164;20W0E05 ;1;26
11200164;20W0E08 ;1;26
11200164;20W1005 ;1;26
11200165;2020506 ;2;23
11200165;2020803 ;2;23
11200165;2020901 ;2;23
11200165;2021001 ;4;23
11200165;20W0701 ;1;26
11200165;20W0705 ;1;26
11200165;20W0806 ;1;26
11200166;2020502 ;8;23
11200166;2020503 ;6;23
11200166;2020601 ;4;23
11200166;2020606 ;2;23
11200166;20W0503 ;5;26
11200166;20W0601 ;2;26
11200166;20W0603 ;2;26
11200168;2020402 ;6;23
11200168;2020504 ;2;23
11200169;2020899 ;1;22
11200169;20W0605 ;2;26
11200169;20W0705 ;1;26
11200174;201105  ;4;3
11200182;209006  ;1;2
11200184;2020302 ;3;23
11200184;2020402 ;4;23
11200184;2020503 ;1;23
11200184;2020504 ;2;23
11200184;2020505 ;1;23
11200184;20W0302 ;4;26
11200184;20W0401 ;1;26
11200184;20W0503 ;1;26
11200184;20W0504 ;2;26
11200189;204006  ;4;6
11200189;205001  ;1;6
11200189;205009  ;12;3
11200189;206009  ;4;6
11200193;2010304;1;20221
11200193;2010701;2;20242
11200193;2010801;1;20242
11200193;2010902;1;20241
11200193;2011107;1;20222
11200193;20118032;1;20210
11200193;20118035;1;20241
11200193;20118045;1;20202
11200193;20118064;1;20250
11200193;20118086;1;20240
11200193;20118095;1;20242
11200193;20118102;1;20190
11200193;201203M;1;20250
11200193;201210;1;20242
11200193;201230401;1;20230
11200193;201230402;2;20230
11200193;201230405;1;20212
11200193;201230702;1;20231
11200193;201230703;1;20250
11200193;201230706;1;20190
11200193;202003  ;2;3
11200193;202007  ;4;3
11200193;2020105;1;20211
11200193;2020404;1;20192
11200193;2020603;1;20230
11200193;2020903;1;20251
11200193;2020905;1;20220
11200193;2021001;1;20231
11200193;202SW0103;1;20202
11200193;202SW0206;1;20241
11200193;202SW0301;1;20251
11200193;202SW0304;1;20191
11200193;202SW0407;1;20250
11200193;202SW0502;1;20221
11200193;202SW0506;1;20222
11200193;202SW0803;1;20202
11200193;202SW1005;1;20242
11200193;202SW1006;1;20200
11200193;202W0304;1;20232
11200193;202W0404;1;20220
11200193;202W0601;1;20250
11200193;202W0604;1;20190
11200193;202W0701;1;20250
11200193;202W0906;1;20230
11200193;202W1004;1;20210
11200193;203007;1;20242
11200193;203230304;1;20212
11200193;203230406;1;20202
11200193;203230705;1;20230
11200193;205008;1;20232
11200193;205009;1;20250
11200193;205010;1;20200
11200193;206010;1;20232
11200193;206011;1;20221
11200193;207008;1;20250
11200193;209007;1;20210
11200193;209008;1;20222
11200193;20W0205;1;20202
11200193;20W0304;1;20241
11200193;20W0902;1;20211
11200193;20W0905;1;20200
11200193;20W0E10;1;20251
11200193;20W0E14;1;20251
11200193;INO103;1;20192
11200193;INO205;1;20211
11200200;201204  ;2;6
11200214;2021002 ;2;23
11200215;2020804 ;2;23
11200215;2020905 ;4;23
11200232;201103  ;1;2
12200003;209006  ;1;2
12200009;201103  ;1;2
12200014;209007  ;8;6
12200021;205006  ;6;6
12200021;205007  ;8;3
12200021;205008  ;7;6
12200021;206001  ;7;6
12200021;206007  ;4;6
12200021;206008  ;1;6
12200021;209005M ;1;6
12200021;209008  ;1;6
12200030;201204  ;3;6
12200030;201207  ;1;6
12200030;207010  ;4;3
12200030;208001  ;1;6
12200030;208003  ;1;6
12200030;208007  ;1;6
12200030;209008  ;1;6
12200031;201106  ;1;6
12200031;201203M ;1;2
12200031;201211  ;1;2
12200031;208008  ;1;2
12200043;201103  ;1;2
12200043;201105  ;1;2
12200057;2010204;1;20241
12200057;2010301;1;20251
12200057;2010501;1;20250
12200057;2010601;1;20190
12200057;201101;1;20211
12200057;2011102;1;20192
12200057;20118053;1;20201
12200057;20118056;1;20192
12200057;20118064;1;20220
12200057;20118073;1;20240
12200057;20118091;1;20192
12200057;20118092;1;20231
12200057;201230502;1;20240
12200057;201230603;1;20242
12200057;201230805;2;20212
12200057;201230904;1;20210
12200057;201231002;1;20232
12200057;201231003;1;20190
12200057;202003;1;20222
12200057;202007;1;20200
12200057;2020104;1;20212
12200057;2020205;1;20221
12200057;2020302;1;20242
12200057;2020401 ;2;22
12200057;2020501 ;1;22
12200057;2020506 ;1;22
12200057;2020702;1;20230
12200057;2020798;1;20220
12200057;2021002;1;20250
12200057;202SW0203;1;20191
12200057;202SW0206;1;20222
12200057;202SW0607;1;20241
12200057;202SW0704;1;20230
12200057;202SW1001;1;20211
12200057;202W0501;1;20232
12200057;202W0506;1;20202
12200057;202W0601;1;20242
12200057;202W0705;1;20242
12200057;202W1001;1;20201
12200057;203230402;1;20192
12200057;203230504;1;20241
12200057;203230804;1;20242
12200057;203230806;1;20192
12200057;203C0506;1;20221
12200057;204004;2;20231
12200057;204007;1;20242
12200057;206011;1;20242
12200057;208010;1;20222
12200057;209008;1;20251
12200057;20W0205;1;20250
12200057;20W0302;1;20251
12200057;20W0503;1;20190
12200057;20W0605;1;20251
12200057;20W0E15;1;20230
12200057;20W1002;1;20220
12200057;INE002;1;20242
12200057;INE010;1;20192
12200057;INE013;1;20241
12200057;INE016;3;20251
12200057;INE017;1;20200
12200057;INO205;1;20212
12200058;201009;1;20200
12200058;2010204;2;20222
12200058;201101;1;20192
12200058;201105;2;20191
12200058;2011110;1;20202
12200058;2011114;1;20250
12200058;20118032;1;20222
12200058;20118044;1;20230
12200058;20118075;1;20241
12200058;20118076;1;20240
12200058;20118087;1;20250
12200058;20118093;1;20241
12200058;20118103;1;20251
12200058;201230306;1;20222
12200058;201230401;1;20191
12200058;201230404;1;20222
12200058;201230906;1;20242
12200058;2020104;1;20241
12200058;2020203;1;20192
12200058;2020302 ;12;23
12200058;2020402;1;20250
12200058;2020505 ;4;23
12200058;2020701;1;20240
12200058;202SW0201;1;20241
12200058;202SW0804;1;20200
12200058;202SW0901;1;20231
12200058;202SW0E05;1;20222
12200058;202W0401;1;20242
12200058;202W0405;1;20231
12200058;202W0501;1;20250
12200058;202W0601;1;20251
12200058;202W0705;1;20202
12200058;202W0706;1;20250
12200058;203007;1;20251
12200058;203230307;1;20240
12200058;203230605;1;20192
12200058;203230606;1;20201
12200058;204002;1;20191
12200058;205006;2;20250
12200058;206001;1;20250
12200058;206008;1;20251
12200058;208009;1;20200
12200058;20W0203;1;20241
12200058;20W0207;1;20221
12200058;20W0302;1;20190
12200058;20W0401 ;1;26
12200058;20W0403 ;1;26
12200058;20W0505;1;20192
12200058;20W0705;1;20221
12200058;20W0801;1;20190
12200058;INO103;1;20202
12200061;2021001 ;1;22
12200061;2021099 ;1;22
12200061;20W0701 ;1;26
12200061;20W0705 ;1;26
12200061;20W0806 ;1;26
12200061;20W0E01 ;2;26
12200061;20W0E08 ;1;26
